gènere	ʒənəɾə
californi	kəlifɔɾni
carregat	kareɡat
desenterrades	dəzəntəradəs
rearrencada	reərəŋkadə
assimilar	əsimila
desaparegudes	dezapaɾeɡudes
blavós	blavos
cavalls	kavaʎs
mans	mans
reviscolat	rəbiskulat
musicologia	muzikuluʒiə
avançant	avansant
zingiberè	ziɲʒibəɾɛ
mamelles	məmeʎəs
batallades	bətəʎadəs
embadalida	əmbədəlidə
plàtan	platən
mina	minə
marroquina	mərukinə
amenaçades	əmənəsadəs
reafirmar	reafiɾmaɾ
subjugat	subd͡ʒuɡat
sovintejats	subintəʒats
tema	tema
aprofitament	əpɾufitəmen
farga	faɾɡa
astorament	əstuɾəmen
acarnissar	əkəɾnisa
oprimides	opɾimidəs
acètica	əsətikə
afalagar	afalaɡaɾ
deixar	dejʃaɾ
abonar	əbona
roí	rui
mana	mana
teuladins	tewladins
vies	viəs
rapinya	rapiɲa
opsonitzar	opsonizaɾ
emulem	əmulɛm
gabinet	ɡəbinət
recepció	rəsəpsio
delicats	delikats
bascular	bəskula
humitejat	umitəʒat
precari	pɾekaɾi
través	tɾəves
quilooctet	kilooktət
utilitzada	utilizada
cuer	kueɾ
xoriço	ʃuɾiso
civilitat	sivilitat
retinè	retine
xifra	t͡ʃifɾa
harmoniós	aɾmonios
aproximacions	əpɾoksiməsions
occidentalitzades	uksidəntəlid͡zadəs
ornamentat	oɾnamentat
parís	pəɾis
caritat	kaɾitat
sumades	sumades
comprovar	kompɾova
derrotades	derotades
prolongada	pɾuluŋɡadə
escèptiques	esɛptikes
pelegrinatge	pələɡɾinad͡ʒə
indeterminat	indətərminat
sobrealimentat	sobɾeəliməntat
secció	səksio
pruït	pɾuit
conformar	komfoɾma
inventar	imventaɾ
entretant	entɾetant
batxillerat	bat͡ʃiʎeɾat
melic	melik
esverar	ezveɾaɾ
aglomerats	əɡloməɾats
comunicàrem	komunikaɾəm
circular	siɾkula
consultades	konsultades
clonats	klunats
fètida	fɛtidə
eructats	eɾuktats
sensual	sənsual
adonats	ədunats
emules	emules
salamanca	salamaŋka
valorat	valoɾat
assegurant	əsəɡuɾan
tocarem	tukəɾɛm
batall	bətaʎ
rematats	rematats
propagada	pɾopaɡada
basat	bazat
subvertits	subbərtits
rematat	rəmətat
coagulat	koəɡulat
pacana	pəkanə
vagin	baʒin
afirma	əfiɾmə
ocultació	okultəsio
quinzena	kinzena
aviari	aviaɾi
rautar	rəwta
antiga	əntiɡə
aguilenc	əɡilɛŋ
decantat	dekantat
important	impoɾtant
talentós	talentos
miradores	miɾədoɾəs
factura	fəktuɾə
endevinat	əndəvinat
imputades	imputadəs
considerats	kunsidəɾats
arrossegat	aroseɡat
repòrter	rəpɔrtə
fosfè	fusfɛ
fabricada	fabɾikada
despullada	despuʎada
portades	purtadəs
vora	vɔɾa
pontellà	ponteʎa
resistí	rezisti
exfoliades	eksfoliades
precedida	pɾəsədidə
materialitzat	mətəɾiəlid͡zat
rica	rika
adverar	ədbəɾa
insistir	insistiɾ
mugró	muɡɾo
preferit	pɾefeɾit
notació	nutəsio
colom	kulom
esborrany	ezboraɲ
agònica	əɡɔnikə
barjaula	bərʒawlə
muntanyosos	muntaɲozos
gelatina	ʒələtinə
pagà	pəɡa
pirotècnia	piɾutɛɡniə
adquisició	atkizisio
simulacre	simulakɾə
personalitzat	peɾsonalizat
biologia	bioluʒiə
insolent	insolent
desapareguda	dezapaɾeɡuda
besats	bəzats
accepció	əksəpsio
culates	kulates
progressades	pɾoɡɾəsadəs
dictades	diktadəs
honorària	unuɾaɾiə
safanòria	səfənɔɾiə
clapats	klapats
hiperventilades	ipeɾventilades
desvinculades	dəzviŋkuladəs
menció	mensio
motorista	mutuɾistə
continent	kontinent
indemnització	indəmnid͡zəsio
reformades	rəfoɾmadəs
ajupits	ad͡ʒupits
dur	du
opositor	opozito
lúdica	ludika
molestades	moləstadəs
impedits	impedits
batejades	bated͡ʒades
batia	batia
instruïts	instɾuits
mecanografiades	mekanoɡɾafiades
xativí	t͡ʃativi
terror	teroɾ
diversificada	dibərsifikadə
josep	ʒozɛp
vers	bers
nacionalisme	nasionalizme
embolicada	embolikada
ginebra	d͡ʒinebɾa
reservats	rezeɾvats
vibrava	bibɾabə
beterans	bətəɾans
afligits	aflid͡ʒits
quallats	kwaʎats
preteses	pɾətɛzəs
rajades	rad͡ʒades
governares	ɡubərnaɾəs
foradar	foɾadaɾ
titanífera	titanifeɾa
esmunyir	ezmuɲiɾ
antropologia	antɾopolod͡ʒia
combat	kumbat
negada	neɡada
freqüentar	fɾekwentaɾ
discórrer	diskorə
vagis	baʒis
contrastar	kontɾastaɾ
germana	d͡ʒeɾmana
tombats	tumbats
ululat	ululat
tongalès	tuŋɡəlɛs
sobreviscudes	sobɾəviskudəs
violinista	biulinistə
esporgats	əspoɾɡats
hospital	uspital
japó	ʒəpo
jurídica	ʒuɾidikə
assaltant	əsəltan
causo	kawzu
brillada	bɾiʎada
gratuïtat	ɡɾatuitat
desfeta	desfeta
planificar	planifikaɾ
quirze	kiɾze
prevenir	pɾəvəni
belades	belades
excusats	əkskuzats
llevada	ʎevada
vibraria	vibɾəɾiə
explicades	əksplikadəs
enterbolida	əntərbulidə
participat	pəɾtisipat
miserable	mizəɾablə
preguntar	pɾeɡuntaɾ
guarnir	ɡwaɾniɾ
dedicació	dədikəsio
verds	vɛɾts
gènesi	d͡ʒenezi
ora	ɔɾa
apòcrif	əpɔkɾif
valorar	bəluɾa
flotada	flotadə
rampell	rampeʎ
inacabat	inəkəbat
brams	bɾams
missioner	misione
inspeccionat	inspəksiunat
qüestionar	kwəstiuna
caqui	kaki
brotar	bɾota
qualificades	kwalifikades
criança	kɾiansə
xeix	ʃeʃ
abunda	əbundə
demostrat	demostɾat
intensificades	intənsifikadəs
torturats	toɾtuɾats
evasives	evazives
fenedura	feneduɾa
degeneratiu	ded͡ʒeneɾatiw
escurçades	əskuɾsadəs
maial	majal
enamorades	ənəmoɾadəs
fascinats	fəsinats
preventives	pɾeventives
lleialtat	ʎejaltat
lleguminós	ʎeɡuminos
fe	fə
mètric	mɛtɾik
índex	indəks
cancel·lades	kənsəlladəs
antecedint	əntəsədin
bescantada	bəskəntadə
contradits	kontɾadits
bastit	bəstit
parlar	pəɾla
envejable	əmvəʒablə
primesa	pɾimɛzə
ensordit	ensoɾdit
farola	faɾɔla
hipocamp	ipokamp
sintonitzar	sintunid͡za
benèfic	benɛfik
assistent	əsistent
colat	kolat
fugit	fud͡ʒit
tessàlia	təsaliə
coiot	kujɔt
santificar	santifikaɾ
revitalitzar	revitalizaɾ
maliciosos	məlisiozos
traslladar	tɾazʎadaɾ
completar	kompləta
revitalitzats	revitalizats
amansir	amansiɾ
anotació	anotasio
agilitats	ad͡ʒilitats
missatger	misad͡ʒeɾ
licopè	likope
ingerida	iɲd͡ʒeɾida
campament	kəmpəmen
rendit	rendit
descarto	deskaɾto
automatització	əwtumətid͡zəsio
libèria	libeɾia
munyir	muɲiɾ
assumint	asumint
acoblat	əkoblat
avellana	aveʎana
tastar	təsta
envejós	əmbəʒos
inventat	imventat
desorganitzada	dəzurɡənid͡zadə
esguerrat	əzɡərat
contradida	kontɾadida
seràs	səɾas
invencibles	imvənsibləs
assumir	əsumi
absurditat	əpsuɾditat
ionitzades	jonizades
metatarsià	mətətəɾsia
neodimi	neodimi
filares	filaɾəs
psiquiatre	psikiatɾe
marró	məro
adorà	adoɾa
sudanès	sudənɛs
insolents	insulens
grues	ɡɾues
cancel·lats	kənsəllats
rombe	rɔmbə
símila	similə
pràctica	pɾaktikə
misses	mises
esquena	əskɛnə
damunt	damunt
canceroses	kənsəɾozəs
internacional	inteɾnasional
migrada	miɡɾadə
imposar	impuza
interaccionada	intəɾəksiunadə
editada	editada
reafirmats	reafiɾmats
hac	ak
cocodril	kukudɾil
lesionades	lezionades
erigides	eɾid͡ʒides
desproporcionat	dəspɾupursiunat
procrear	pɾokɾeaɾ
estàtics	əstatiks
intensificat	intənsifikat
guanyades	ɡwəɲadəs
gairebé	ɡajɾebe
beguí	beɡi
depilar	depilaɾ
gestionat	d͡ʒestionat
fluïda	fluida
científicament	sientifikament
bobinat	bobinat
mobilitzats	mubilid͡zats
mecanitzada	məkənid͡zadə
radiació	radiasio
legislatures	led͡ʒizlatuɾes
pragmàtica	pɾəɡmatikə
classifiques	kləsifikəs
isaïes	izəiəs
finesos	finezos
xirivia	ʃiɾibiə
enteses	əntəzəs
indiferència	indifəɾɛnsiə
rotat	rotat
sondejada	sundəʒadə
profans	pɾofans
circumcidada	siɾkumsidadə
rebolcades	rəbulkadəs
manipular	mənipula
terroritzat	təroɾid͡zat
staff	əstaf
kilòmetre	kilɔmətɾə
xiuxiuejat	ʃiwʃiwəʒat
grallar	ɡɾaʎaɾ
cogitades	koʒitadəs
clares	klaɾes
decolorada	dəkuluɾadə
navegable	nəvəɡablə
controvertit	kontɾovəɾtit
alodial	alodial
follades	foʎades
blindada	blindada
claudàtor	kləwdato
enjardinades	eɲd͡ʒaɾdinades
diè	die
bressol	bɾəsɔl
inoïble	inuiblə
taco	taku
canapè	kənəpə
regulades	reɡulades
sufragània	sufɾaɡania
enganxada	eŋɡaɲt͡ʃada
accelerar	əksələɾa
conferir	komfəɾi
diners	dines
closes	klɔzes
barram	bəram
honorífiques	onoɾifikes
torturar	turtuɾa
benaurades	benawɾades
exorcitzats	eɡzoɾsizats
gratades	ɡɾətadəs
atomitzada	ətomid͡zadə
gandulejat	ɡanduled͡ʒat
oposar	upuza
moro	mɔɾu
uniformitzades	unifoɾmizades
prevaricat	pɾəvəɾikat
múrries	muries
acidificats	asidifikats
obsessió	opsəsio
almirallat	almiɾaʎat
iranià	iɾənia
danyar	dəɲa
esclerostina	əskləɾustinə
diplomàtica	diplomatika
aprofitades	əpɾufitadəs
xenofòbia	ɡzənofɔbiə
remenat	rəmənat
coloració	kuluɾəsio
intent	intent
escorregut	eskoreɡut
elevat	ələvat
acarnissar	əkərnisa
parar	pəɾa
lesionat	ləzionat
litogràfic	lituɡɾafik
aprovar	əpɾova
hàgiu	ad͡ʒiw
fidel	fidɛl
indicatius	indikətiws
rostoll	rustoʎ
accidentades	aksidentades
anvers	əmbɛrs
regalades	rəɡəladəs
esquivats	əskibats
protestades	pɾutəstadəs
marica	məɾikə
pecat	pekat
fornits	fuɾnits
delinqüència	deliŋkwɛnsia
sembla	səmblə
tapada	tapada
tutor	tutoɾ
apartament	apaɾtament
excitant	eksitant
vencem	vənsəm
rosella	rozeʎə
especulatiu	espekulatiw
aparent	əpəɾen
perfeccionats	peɾfeksionats
adolescent	əduləsen
valorar	valoɾaɾ
suficiència	sufisiɛnsia
aorta	əɔrtə
safanòria	safanɔɾia
artesanes	aɾtezanes
engegar	eɲd͡ʒeɡaɾ
prepares	pɾepaɾes
blasfem	bləsfɛm
popularitzar	pupuləɾid͡za
inhumat	inumat
governació	ɡubərnəsio
autenticat	awtentikat
cavar	kavaɾ
comandaren	koməndaɾən
abstractes	apstɾaktes
encarnar	eŋkaɾnaɾ
estrès	əstɾɛs
merder	meɾdeɾ
julivert	ʒulibɛrt
emancipar	emansipaɾ
calamar	kələma
acampada	akampada
utilitzables	utilizables
cinisme	sinizme
temple	templə
esponjoses	əspoɲʒozəs
xiuxiueig	ʃiwʃiwɛt͡ʃ
contumelioses	kontuməliozəs
sacrificial	sakɾifisial
tancat	təŋkat
ascensió	əsənsio
terminades	təɾminadəs
antiga	antiɡa
blanquejat	blaŋked͡ʒat
arabitzades	aɾabizades
popularitzades	populəɾid͡zadəs
vas	bas
transformada	tɾansfoɾmada
disfrutat	disfɾutat
callat	kəʎat
carnals	kəɾnals
rat	rat
fotovoltaics	fotovoltajks
gules	ɡuləs
coartada	koaɾtada
simulades	simuladəs
adequats	ədəkwats
colombiana	kolombiana
eclipsi	əklipsi
becat	bekat
retorçada	rətursadə
estigui	estiɡi
planejades	plənəʒadəs
viudo	biwdu
empírica	əmpiɾikə
administratiu	ədministɾətiw
tenebrós	tenebɾos
monosíl·lab	munusilləp
dissoltes	disɔltəs
revenjada	reveɲd͡ʒada
descontentada	dəskontəntadə
transliterats	tɾanzliteɾats
barbar	bərba
inclusiu	iŋkluziw
ideològic	idəulɔʒik
oratge	uɾad͡ʒə
expositius	əkspozitiws
separar	sepaɾaɾ
conjugat	kuɲʒuɡat
ambiciós	ambisios
acariciada	akaɾisiada
badant	bədant
llindar	ʎindaɾ
bojament	bɔʒəmen
desafiat	dezafiat
amplificada	əmplifikadə
exterminat	eksteɾminat
democratitzats	dəmokɾətid͡zats
endèmic	endɛmik
transmesa	tɾənzmɛzə
moderada	modeɾada
mitjana	mid͡ʒanə
advocat	əbbukat
implacable	impləkablə
difamada	difəmadə
coala	koalə
peculiaritat	pekuliaɾitat
asimètric	azimɛtɾik
sitges	sid͡ʒəs
sardònica	sərdɔnikə
nats	nats
consternat	konstəɾnat
afamat	əfəmat
jardiner	ʒərdine
polònia	polɔniə
populosa	pupulozə
actuo	aktuo
preparo	pɾepaɾo
anglesos	aŋɡlezos
timorès	timuɾɛs
conformades	komfoɾmades
macedonians	masedonians
algarvès	əlɡərbɛs
normativització	noɾmativizasio
cosida	kuzidə
flairat	flajɾat
divorciar	divoɾsia
artesanes	əɾtəzanəs
canari	kanaɾi
contares	kontaɾəs
expulsat	əkspulsat
abarrotar	əbəruta
bestia	bestia
flairades	flajɾades
cerebral	səɾəbɾal
conjuntar	koɲʒunta
paladejat	paladed͡ʒat
llista	ʎistə
comunicades	komunikades
manumeses	mənumɛzəs
excitat	əksitat
exceptuades	ekseptuades
qüestió	kwəstio
abaixat	abajʃat
ensenyada	enseɲada
històric	istɔɾik
sodomitzats	sudumid͡zats
revelat	rəvəlat
indonèsia	indonezia
nèmesi	nəməzi
pugilista	puʒilistə
desesperadament	dəzəspəɾədəment
aquell	akeʎ
perjudicada	pəɾʒudikadə
llangardaix	ʎaŋɡaɾdajʃ
sostinguda	sustiŋɡudə
desfigurat	desfiɡuɾat
adherent	ədəɾen
captivar	kəptiva
recordat	rekoɾdat
daurades	dəwɾadəs
flagell	fləʒeʎ
fixa	fiksə
variàncies	vaɾiansies
companyia	kumpəɲiə
afectuosos	əfəktuozus
verificat	bəɾifikat
allargar	əʎəɾɡa
classificat	kləsifikat
saure	sawɾə
pristí	pɾisti
adorem	adoɾɛm
tancar	təŋka
fecundats	fəkundats
argüir	aɾɡuiɾ
tendida	tendida
magatzem	məɡəd͡zəm
comparable	kompəɾablə
nadius	nadiws
endollada	endoʎada
filosofia	filozofia
llegats	ʎəɡats
avantatjats	əvəntəd͡ʒats
interaccionats	intəɾəksionats
ciutadanes	siwtədanəs
aportat	əpurtat
inusual	inuzual
fomentats	foməntats
abric	əbɾik
encongir	əŋkuɲʒi
compostades	kumpustadəs
emergit	emeɾd͡ʒit
encantada	eŋkantada
vigília	vid͡ʒilia
mares	maɾəs
esclaves	esklaves
paït	pait
roncada	roŋkadə
fracturada	fɾəktuɾadə
endèmic	əndɛmik
matís	mətis
baixades	bəʃadəs
somiats	sumiats
comportat	kompoɾtat
compensats	kompensats
olorat	uluɾat
rodares	rodaɾes
abdicar	əbdika
evacuat	əvəkuat
separa	səpaɾə
eixida	əʃidə
queixalada	kejʃalada
monstre	mɔnstɾe
veí	vəi
agrupada	aɡɾupada
perseverat	pəɾsəvəɾat
principal	pɾinsipal
concedida	konsedida
pipa	pipa
fredejar	fɾədəʒa
drenada	dɾenada
entronitzats	əntɾonid͡zats
començar	kumənsa
motoritzat	mutuɾid͡zat
amargant	əmərɡan
saquejades	saked͡ʒades
seleccionada	seleksionada
cuidades	kujdades
quintuplicades	kintuplikades
clàmide	klamidə
avalades	əvəladəs
abstraccions	əpstɾəksions
inquietar	iŋkietaɾ
accedit	əksədit
assumida	asumida
paradigma	paɾadiɡma
esgotar	ezɡotaɾ
pretès	pɾətəs
fiblar	fibla
caçares	kasaɾes
hibernats	ibərnats
negociats	neɡosiats
fisiològic	fiziolɔʒik
furtar	fuɾtaɾ
hibridat	ibɾidat
elemental	elemental
impostura	impostuɾa
perfectes	peɾfɛktes
profunditats	pɾofunditats
sangria	saŋɡɾia
palma	palma
aquari	akwaɾi
sardònics	saɾdɔniks
meditar	meditaɾ
afrontat	əfɾuntat
endocarditis	əndukərditis
amenaçant	əmənəsant
boxejar	buksəʒa
parell	pəɾɛʎ
inspeccionada	inspəksiunadə
robades	robades
imitació	imitəsio
raqueta	rəkɛtə
basada	bazada
taxonòmica	taksonɔmika
convingudes	kumbiŋɡudəs
duplicació	duplikəsio
resistí	rəzisti
quirúrgic	kiɾurʒik
biodiversitat	biodiveɾsitat
crist	kɾist
telèfon	təlɛfon
abreviares	əbɾəbiaɾəs
cicuta	sikutə
vanitat	vənitat
filades	filades
destil·lació	dəstilləsio
cabuts	kəbuts
identificat	idəntifikat
criquet	kɾikət
remarcat	remaɾkat
irritada	iritada
beneficiosos	benefisiozos
mandonguilla	mandoŋɡiʎa
vigilades	vid͡ʒilades
cull	kuʎ
falsificació	fəlsifikəsio
brindades	bɾindadəs
albirades	əlbiɾadəs
eliana	eliana
idolatria	idulətɾiə
cervell	seɾveʎ
datar	dataɾ
fiascos	fiaskus
llanuda	ʎanuda
virtualment	viɾtualment
cèrcol	sɛɾkol
forçós	fursos
ficada	fikada
biografiat	bioɡɾəfiat
nau	naw
sender	sənde
gastronomia	ɡəstɾonumiə
aeronàutiques	əeɾunawtikəs
rosegó	rozeɡo
altitud	əltitut
pretesa	pɾeteza
encalçats	əŋkəlsats
distintiu	distintiw
cultivat	kultivat
fotovoltaiques	fotovoltajkəs
gonçal	ɡunsal
mencionaves	mənsiunabəs
només	numes
xarpellera	t͡ʃaɾpeʎeɾa
empastada	əmpəstadə
transparència	tɾənspəɾɛnsiə
embòlia	əmbɔliə
abastats	əbəstats
delinquida	deliŋkida
copulades	kupuladəs
triant	tɾian
insinuar	insinua
màscara	maskəɾə
captives	kaptives
insalubre	insalubɾe
parentiu	pəɾəntiw
líban	libən
naftè	nafte
normandes	noɾmandəs
llatinitzada	ʎatinizada
enmig	emmit͡ʃ
central	sentɾal
autòcrata	awtɔkɾata
sacrifico	səkɾifiko
desbordats	dəzboɾdats
examines	əɡzəminəs
sorgit	surʒit
apropant	apɾopant
esforç	esfɔɾs
assegurable	əsəɡuɾablə
generalment	ʒənəɾalment
reporter	rəpoɾte
egípcies	ed͡ʒipsies
glandular	ɡlandulaɾ
teniu	teniw
sia	siə
freixe	fɾejʃe
internacionalitzada	intərnəsiunəlid͡zadə
preocupats	pɾəukupats
anit	anit
quòniam	kwɔniam
aliè	əliə
honorable	unuɾablə
oposà	upuza
simbolitzats	simbulid͡zats
deducció	dəduksio
enfarinats	əmfəɾinats
brinda	bɾinda
feu	fɛw
despatxar	despat͡ʃaɾ
blindada	blindadə
adreçant	adɾesant
atrets	ətɾɛts
trillada	tɾiʎada
progressiu	pɾuɡɾəsiw
gitana	d͡ʒitana
escorada	əskuɾadə
adjectiu	əd͡ʒəktiw
fiada	fiadə
afrontades	əfɾontadəs
planificada	planifikada
corredor	korədo
retornar	rətoɾna
carbonat	kaɾbonat
importació	impurtəsio
brandar	bɾənda
catalogades	kətəluɡadəs
accionari	aksionaɾi
sobresortits	sobɾəsuɾtits
captes	kaptes
ferit	feɾit
salpebrat	səlpəbɾat
estic	əstik
rovellat	rubəʎat
televisar	televizaɾ
balançada	bələnsadə
diversificats	diveɾsifikats
grapada	ɡɾapada
revoltada	rəbultadə
castigades	kastiɡades
opinades	opinadəs
xicot	ʃikɔt
vocació	vokasio
protegida	pɾoted͡ʒida
rascle	raskle
també	tambe
encaixat	əŋkəʃat
rodalies	rodalies
arxiu	ərʃiw
compactada	kompaktada
desconfiança	deskomfiansa
commoció	kummusio
vagina	bəʒinə
reposades	rəpuzadəs
erigit	əɾiʒit
sorpresa	soɾpɾəzə
abdicaràs	abdikaɾas
voracitat	voɾasitat
vidu	vidu
fotosintetitzar	fotosintetizaɾ
nauseabundes	nəwzeəbundəs
exportat	ekspoɾtat
roman	ruman
aparegudes	apaɾeɡudes
topològic	topolɔd͡ʒik
prosperitat	pɾospeɾitat
desenterrats	dəzəntərats
raonada	rəunadə
contraatacat	kuntɾəətəkat
condiment	kundimen
deessa	deesa
bucle	buklə
arreu	ərəw
prioritzades	pɾioɾizades
espantat	espantat
arguïdes	əɾɡwidəs
albergant	əlbəɾɡant
liberalitzada	libeɾalizada
llegit	ʎəʒit
ensopegar	ensopeɡaɾ
composades	kumpuzadəs
gules	ɡules
indicava	indikava
obsolet	opsolet
pregària	pɾeɡaɾia
adulacions	adulasions
investits	imvestits
enrossir	ənrusi
ingerits	iɲʒəɾits
residit	rezidit
recordada	rəkoɾdadə
escarxofada	eskaɾt͡ʃofada
waterpolo	wəterpolo
fenantrè	fənəntɾɛ
remarcats	remaɾkats
avetar	əbəta
gramàtica	ɡɾəmatikə
simbolitzat	simbolizat
camussa	kəmusə
pictòriques	piktɔɾikəs
torbar	toɾba
manipulats	manipulats
parodiares	pəɾodiaɾəs
viatjada	viad͡ʒada
explorats	eksploɾats
exportadores	ekspoɾtadoɾes
jubilat	d͡ʒubilat
aviastre	aviastɾe
prosseguits	pɾoseɡits
engiadina	eɲd͡ʒiadina
allau	aʎaw
omnipotent	umniputen
contravenir	kuntɾəbəni
acabat	əkəbat
nascudes	naskudes
ofega	ofeɡa
quadrifònic	kwədɾifɔnik
consistència	kunsistɛnsiə
mercè	məɾsə
especial	əspəsial
cruixides	kɾujʃides
esquivat	əskivat
embarbussament	əmbəɾbusəment
copejà	kupəʒa
tacarem	takaɾem
revelació	revelasio
abordatge	əboɾdad͡ʒə
nombrós	nombɾos
explicà	eksplika
microbianes	mikɾobianes
quant	kwan
aguada	əɡuadə
autòcton	əwtɔktun
podades	pudadəs
esquilat	əskilat
abdicant	əbdikan
intervenir	intəɾvəni
secretari	sekɾetaɾi
desterrar	dəstəra
multiplicació	multiplikəsio
sultanat	sultənat
esmolades	əzmoladəs
superposar	supəɾpoza
fites	fites
orgull	urɡuʎ
desterrats	dəstərats
sanejament	sənəʒəment
raucat	rəwkat
buriàtia	buɾiatia
cassolada	kasolada
monopolitzades	munupulid͡zadəs
parabòlic	pəɾəbɔlik
afeblides	afeblides
benèvol	bənɛbul
albanesos	əlbənɛzus
enraonar	ənrəuna
atac	ətak
penalitzats	pənəlid͡zats
amoïnades	əmuinadəs
acordions	əkoɾdions
clonat	klonat
acaronats	akaɾonats
digitat	did͡ʒitat
bressol	bɾesɔl
acostumo	əkustumo
autònom	əwtɔnom
bresquilles	bɾəskiʎəs
soledat	sulədat
resseguida	rəsəɡidə
baixa	baʃə
esfilagarsades	əsfiləɡəɾsadəs
alienem	əliənɛm
u	u
salivar	salivaɾ
judes	d͡ʒudes
caganer	kaɡaneɾ
imaginat	imad͡ʒinat
mantingut	mantiŋɡut
xofer	ʃufe
uterí	uteɾi
quiasme	kiazmə
comunicar	kumunika
uterines	uteɾines
metxa	met͡ʃə
civada	sibadə
onejat	oned͡ʒat
armo	aɾmo
amnèsies	əmnɛziəs
inventaria	imbəntəɾiə
entusiasmat	əntuziəzmat
distanciament	distansiament
enlluernades	əɲʎuəɾnadəs
incomodada	iŋkomodadə
trepitjada	tɾepid͡ʒada
sobirania	sobiɾəniə
automàtica	əwtomatikə
aconseguir	əkunsəɡi
abreujada	əbɾəwʒadə
enfadar	əmfəda
desunit	dəzunit
individualitzades	individualizades
mossèn	musɛn
figurades	fiɡuɾades
oliver	ulibe
estern	əstɛrn
anèmiques	anemikes
atraccions	ətɾəksions
praga	pɾaɡa
mamut	məmut
contemplar	kuntəmpla
abundades	abundades
temprança	təmpɾansə
sueu	suɛw
consolidar	kunsulida
autoritzat	əwtoɾid͡zat
cardíac	kərdiək
utilitzades	utilid͡zadəs
margall	məɾɡaʎ
assecades	asekades
fecundat	fekundat
deprimit	dəpɾimit
metal·lúrgia	metalluɾd͡ʒia
negligida	nəɡliʒidə
convergència	komveɾd͡ʒɛnsia
tellina	teʎina
profusament	pɾufuzəmen
peruanes	pəɾuanəs
bàlsams	balsəms
beneficiades	benefisiades
hassi	asi
subjugada	subʒuɡadə
revisats	rəbizats
mobiliaris	mubiliaɾis
altiu	altiw
reivindicats	rəjvindikats
compliquem	kumplikɛm
metformines	mətfurminəs
veixiga	vəʃiɡə
uniformitzada	unifurmid͡zadə
decolorada	dekoloɾada
malgaix	malɡajʃ
despentinat	despentinat
extracció	ekstɾaksio
pues	puəs
llémena	ʎemənə
atiar	atiaɾ
funcionada	funsionada
coincidida	kojnsididə
càbala	kabala
procurador	pɾokuɾədo
expressats	ekspɾesats
vociferat	vosifeɾat
transferit	tɾənsfəɾit
amerindi	ameɾindi
definida	dəfinidə
ocasió	okazio
econòmic	əkonɔmik
plorades	ploɾades
platí	pləti
parleu	paɾlew
reaparèixer	reəpəɾəʃə
enganxà	əŋɡəɲʃa
explicació	eksplikasio
regional	rəʒional
dalla	daʎə
xativins	t͡ʃativins
torturades	toɾtuɾadəs
assimilat	əsimilat
plaguda	plaɡuda
disculpar	diskulpa
estripats	əstɾipats
esmolats	əzmulats
perpetrats	pəɾpətɾats
emili	əmili
fascinador	fəsinədo
ciutadella	siwtədeʎə
escombrat	əskumbɾat
vedella	vədeʎə
alba	alba
àncora	aŋkuɾə
convinguts	komviŋɡuts
bramat	bɾəmat
esbrinats	əzbɾinats
potenciades	putənsiadəs
engruixir	əŋɡɾuʃi
gitanes	d͡ʒitanes
escarxofar	əskəɾʃofa
allunyant	aʎuɲant
pió	pio
llucades	ʎukades
condició	kondisio
embafar	əmbəfa
aplicades	əplikadəs
esqueixat	eskejʃat
digestives	diʒəstibəs
ferum	feɾum
consagrats	kunsəɡɾats
detergent	dətərʒen
greixat	ɡɾəʃat
gals	ɡals
raonades	rəonadəs
penetrats	penetɾats
misteriosos	misteɾiozos
revoltar	rəvolta
traspassar	tɾəspəsa
inacceptable	inəksəptablə
cabriolat	kəbɾiolat
recaptar	rekaptaɾ
casta	kasta
combustible	kombustiblə
jaquides	d͡ʒakides
llatinitzat	ʎətinid͡zat
orientació	uɾiəntəsio
prohibides	pɾuibidəs
impecable	impəkablə
banalitat	bənəlitat
llebre	ʎebɾə
enamorat	enamoɾat
arrissar	arisaɾ
abreviada	abɾeviada
malvenuts	malvenuts
artificial	aɾtifisial
presentats	pɾezentats
trenats	tɾənats
empastats	empastats
progressar	pɾoɡɾesaɾ
infeccionades	imfəksiunadəs
estampar	əstəmpa
raonada	rəonadə
alienem	alienem
napolitana	nəpulitanə
ziriè	ziɾie
arques	aɾkes
esforçat	əsfursat
vexil·la	vəʃillə
nafrats	nəfɾats
caçarem	kəsəɾəm
dècada	dɛkada
plegades	pleɡades
anunciada	anunsiada
corrents	korens
mastegada	məstəɡadə
hidrocarbur	idɾokəɾbu
pol·linitzar	pollinid͡za
aquil·les	akilles
il·lustrat	illustɾat
comportar	kumpurta
allargats	əʎəɾɡats
comprometem	kumpɾumətɛm
trompa	tɾompa
endèmia	endemia
xurma	ʃuɾmə
engolits	eŋɡolits
desamortitzats	dezamoɾtizats
executar	eɡzekutaɾ
aviació	əbiəsio
consagrats	konsaɡɾats
desplaçat	desplasat
eixits	ejʃits
eròtic	əɾɔtik
circulades	sirkuladəs
blasfema	blasfɛma
impedint	impədin
davallat	dəbəʎat
frènics	fɾɛniks
adobar	əduba
esbotifarrat	ezbotifarat
sostre	sɔstɾə
hel·lens	əlləns
apurares	apuɾaɾes
contenint	kontənint
civada	sivada
replet	rəplet
dràstica	dɾastikə
inconsistent	iŋkunsisten
genís	ʒənis
ajuts	ad͡ʒuts
formativa	foɾmətivə
aterrats	ətərats
conèixer	kunɛʃə
vènet	vɛnət
vacil·lar	vəsilla
